tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,conversation_id
225,115762,True,Tue Oct 31 21:59:50 +0000 2017,"@ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?",227,224.0,225
226,115762,True,Tue Oct 31 20:10:09 +0000 2017,@ATVIAssist I pre ordered my game at game stop,224,231.0,226
227,ATVIAssist,False,Tue Oct 31 22:09:32 +0000 2017,@115762 Did gamestop give you a code with your pre order down payment that you needed to redeem? ^KO,228,225.0,227
228,115762,True,Tue Oct 31 22:09:58 +0000 2017,"@ATVIAssist Yes, the beta code",229,227.0,228
229,ATVIAssist,False,Tue Oct 31 22:29:34 +0000 2017,"@115762 Have you redeemed that on your https://t.co/4YBn633EOk account? Even tho it says beta code, your pre order bonus are linked. ^KO",230,228.0,229
230,115762,True,Tue Oct 31 23:04:49 +0000 2017,"@ATVIAssist Yes I have, so my code is on their?",,229.0,230
231,ATVIAssist,False,Tue Oct 31 14:41:36 +0000 2017,"@115762 Hello there, I apologize for the delay. Can you clarify where you pre-ordered the game? Please be sure you keep us updated. ^RN",226,232.0,231
232,115762,True,Tue Oct 31 05:55:34 +0000 2017,@ATVIAssist For double xp^,"233,231",234.0,232
234,115762,True,Tue Oct 31 05:55:08 +0000 2017,@ATVIAssist i pre ordered wwii but how do i get the code?,232,,234
235,ATVIAssist,False,Tue Oct 31 21:53:44 +0000 2017,@115763 Can you please give me your gamertag / platform you're playing on so I can pull up your account information. ^CB,236,237.0,235
236,115763,True,Tue Oct 31 21:54:17 +0000 2017,@ATVIAssist Seth_tubbs and I am on PS4,,235.0,236
237,115763,True,Tue Oct 31 21:05:07 +0000 2017,@ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!,235,,237
238,ATVIAssist,False,Tue Oct 31 21:45:23 +0000 2017,"@115764

Unfortunately we don't have any information on this. Please stay tuned for more updates. ^JW",,239.0,238
239,115764,True,Tue Oct 31 18:45:59 +0000 2017,"@115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any point? Or not at all?",238,,239
240,AdobeCare,False,Tue Oct 31 22:14:17 +0000 2017,@115767 Sorry that this isn't more simple... let us know if the steps in the video work out or if you need further help ^Madison,241,242.0,240
241,115767,True,Wed Nov 01 00:29:55 +0000 2017,"@AdobeCare Didn't work. Tried it on another computer, fresh install, same thing...",243,240.0,241
242,115767,True,Tue Oct 31 22:11:01 +0000 2017,@AdobeCare the ctrl+alt+shift on load method didn't work. (2/2),240,245.0,242
243,AdobeCare,False,Wed Nov 01 00:53:51 +0000 2017,@115767 Would you please DM the Adobe Product &amp; your purchase details that you have so that we can ask our experts to follow up. ^Raj https://t.co/iuwZCjz4Or,244,241.0,243
244,115767,True,Wed Nov 01 01:30:43 +0000 2017,@AdobeCare sure thing,,243.0,244
245,AdobeCare,False,Tue Oct 31 21:09:19 +0000 2017,"@115767 Hi Jason, could you please try resetting the preferences of Photoshop &amp; let us know if it helps with the issue https://t.co/j3Dj2HDknM   ^SC","242,246",247.0,245
246,115767,True,Tue Oct 31 22:10:42 +0000 2017,"@AdobeCare Will have to try that when I have time to watch a video, for stuff like resetting preferences you shouldn't need a video... (1/2)",,245.0,246
247,115767,True,Tue Oct 31 20:54:13 +0000 2017,@AdobeCare Pretty much explained my issue in the quoted tweet... dragging an image onto a canvas no longer center snaps it...,"245,248",249.0,247
248,AdobeCare,False,Tue Oct 31 20:56:24 +0000 2017,@115767 I am looping in our expert team to help answer your question. Thanks! ^AJ,2982368,247.0,248
249,AdobeCare,False,Tue Oct 31 20:52:11 +0000 2017,"@115767 Hi Jason, please let us know if there is anything we can do to help. Thanks! ^AJ https://t.co/iuwZCjz4Or",247,250.0,249
250,115767,True,Tue Oct 31 20:49:12 +0000 2017,Any help here @AdobeCare? https://t.co/x50e57UG4E,249,,250
251,AdobeCare,False,Tue Oct 31 22:12:21 +0000 2017,"@115768 Hi Jeffrey, were you able to update to Lightroom Classic CC?   ^Tanuj",252,253.0,251
252,115768,True,Tue Oct 31 22:13:01 +0000 2017,@AdobeCare nope still down.,254,251.0,252
253,115768,True,Sun Oct 29 21:02:31 +0000 2017,@115769 whats going on with your app. its totally stuck here for 1 hour and prior to updating froze and didnt work since updating. https://t.co/UpoCzPNqFb,251,,253
254,AdobeCare,False,Tue Oct 31 22:19:30 +0000 2017,@115768 Have you tried signing out/back in or reinstalling the CC desktop app? https://t.co/Ne2f7tDTM0 Let us know! ^Madison,255,252.0,254
255,115768,True,Tue Oct 31 22:20:19 +0000 2017,@AdobeCare yes ive done that multiple times. its happened on previous versions as well.,256,254.0,255
256,AdobeCare,False,Tue Oct 31 22:24:18 +0000 2017,@115768 Thanks for confirming. We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Madison,"257,258",255.0,256
257,115768,True,Tue Oct 31 22:24:47 +0000 2017,@AdobeCare ok,,256.0,257
258,115768,True,Fri Nov 03 00:39:32 +0000 2017,@AdobeCare so..when are they available?,259,256.0,258
259,AdobeCare,False,Fri Nov 03 01:35:31 +0000 2017,@115768 Sorry for this. Let me request the expert to look into this ASAP as he is in office. ^Raj,260,258.0,259
260,115768,True,Fri Nov 03 05:29:47 +0000 2017,@AdobeCare ok. its been very frustrating. i have multiple jobs that i need finished and your application isnt helping.,261,259.0,260
261,AdobeCare,False,Mon Nov 06 16:22:30 +0000 2017,"@115768 Hi Jeffrey, we wanted to check if you had managed to install Lightroom Classic CC. Please let us know if you need further assistance. ^NR https://t.co/iuwZCjz4Or",262,260.0,261
262,115768,True,Mon Nov 06 16:23:56 +0000 2017,@AdobeCare no its still broken. i deleted it and will probably be getting rid of my membership and return when its working properly. thanks,"263,264",261.0,262
263,AdobeCare,False,Mon Nov 06 17:02:22 +0000 2017,@115768 Jeffrey did you use the process listed in https://t.co/ccvXXUvXuT to delete Lightroom Classic CC? ^Jeff,"265,266",262.0,263
264,AdobeCare,False,Mon Nov 06 16:46:26 +0000 2017,"@115768 Hi there, I am looping our expert team to help answer your question. Thanks! ^MC",268,262.0,264
265,115768,True,Mon Nov 06 17:04:37 +0000 2017,@AdobeCare ill just wait for the next big update. ive wasted my time and patience with adobe products,267,263.0,265
266,115768,True,Mon Nov 06 17:04:00 +0000 2017,@AdobeCare yea ive done everything you guys told me to do. i know its not my mac either as i have the retina imac which is fairly new.,,263.0,266
267,AdobeCare,False,Mon Nov 06 17:13:59 +0000 2017,@115768 Jeffrey I am sorry to hear that. If you face future errors please review the installation logs. https://t.co/okPwBIqSxR ^Jeff,,265.0,267
268,115768,True,Mon Nov 06 16:54:02 +0000 2017,@AdobeCare you guys have been saying that for weeks now. your product went from being great to now unable to work and terrible. very disappointed.,,264.0,268
269,AmazonHelp,False,Wed Nov 22 09:23:01 +0000 2017,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,"270,271",272.0,269
270,115770,True,Wed Nov 22 09:24:30 +0000 2017,"@AmazonHelp ありがとうございます。
今、電話で主人が対応していただいてます。",,269.0,270
271,115770,True,Wed Nov 22 09:30:36 +0000 2017,"@AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。",273,269.0,271
272,115770,True,Wed Nov 22 09:14:39 +0000 2017,amazonのfireTVstickが見れない😢,269,,272
273,AmazonHelp,False,Wed Nov 22 09:40:27 +0000 2017,@115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET,274,271.0,273
274,115770,True,Wed Nov 22 09:44:04 +0000 2017,@AmazonHelp こちらこそありがとうございました。,275,273.0,274
275,AmazonHelp,False,Wed Nov 22 10:06:26 +0000 2017,@115770 恐れ入ります。至らない点も多々あるかとは存じますが、今後ともどうぞよろしくお願いします。ET,,274.0,275
276,XboxSupport,False,Sat Dec 02 18:06:03 +0000 2017,"@115771 Hi, you can change your Microsoft account email through the steps here: https://t.co/DkEhOHbOYy . If the email your son wants to change to is already associated with a Microsoft account, you'll need to follow those steps to switch the email address on that account too. ^ZM",,277.0,276
277,115771,True,Sat Dec 02 09:17:57 +0000 2017,"@XboxSupport can I change me sons Xbox live account to his Hotmail account, currently linked to my Hotmail account",276,,277
278,AdobeCare,False,Tue Oct 31 22:01:52 +0000 2017,"@115772 Hi there, Lightroom 7.0.1 update was launched recently, please update the app to the latest version.  ^TS",,279.0,278
279,115772,True,Sat Oct 28 19:29:38 +0000 2017,@115769 Did u release an update today for Lightroom Classic CC?,278,,279
280,AdobeCare,False,Tue Oct 31 22:03:13 +0000 2017,"@115773 Hi there, please DM us you Adobe id so that we may have a quick look at your account details.   ^Tanuj https://t.co/iuwZCjz4Or",,281.0,280
281,115773,True,Sat Oct 28 23:11:01 +0000 2017,"Please tell me why my @115769 has expired, but I’m still being charged????",280,,281
282,AdobeCare,False,Tue Oct 31 22:00:12 +0000 2017,"@115774 Hi there, you may suggest it as a feature request at: https://t.co/SE1u3g161W .  ^Tanuj",,283.0,282
283,115774,True,Sat Oct 28 13:37:52 +0000 2017,@115769 are there any plans to add a fast crop mode for the iPad version of LR? It takes too many taps and slows down workflow.,282,,283
284,AdobeCare,False,Tue Oct 31 21:54:16 +0000 2017,"@115775 Thanks for sharing the file, we'll get back to you with updates as we investigate. ^Wren",,285.0,284
285,115775,True,Tue Oct 31 20:16:08 +0000 2017,"@AdobeCare @115776 It’s intermittent for me. This file fails reliably: https://t.co/6m5a1RQEV9

The “Create subfolder” option just makes an empty “svg” folder","284,286",287.0,285
286,AdobeCare,False,Tue Oct 31 20:18:55 +0000 2017,"@115775 Hi Cameron, I am looping in our expert team to help answer your question. Thanks! ^AJ",,285.0,286
287,AdobeCare,False,Thu Oct 26 19:03:22 +0000 2017,"@115776 Unfortunately, we are not able to reproduce it at our end. I'll still be checking with the development team to find out more on this. ^OM https://t.co/3giRhN4vNJ",285,288.0,287
288,115776,True,Thu Oct 26 18:13:19 +0000 2017,"@AdobeCare Seems pretty widespread: https://t.co/ImomzTHO5j

Don't mean to be a jerk, but it's frustrating when an update breaks core functionality.",287,289.0,288
289,AdobeCare,False,Thu Oct 26 18:00:35 +0000 2017,"@115776 Hi Keelin,
Sorry for the inconvenience. I am able to export SVG in AI CC 2018. Would you mind sharing your workflow, sample file/screenshot? https://t.co/iuwZCjz4Or",288,290.0,289
290,115776,True,Thu Oct 26 17:20:44 +0000 2017,So apparently the new version of @115777 @115778 has this cool feature where you can't export SVGs. Sick update guys.,289,,290
291,AdobeCare,False,Tue Oct 31 21:53:11 +0000 2017,"@115779 Hi Duncan, please update Lightroom to 6.13 from the following link: https://t.co/9vaI2tzHd6 .  ^Tanuj",,292.0,291
292,115779,True,Fri Oct 27 13:53:45 +0000 2017,@115769 I'm worried as if I update my LR6 standalone programme I could lose it due to the new online version....is this true and if so is this fair!,291,293.0,292
293,115769,True,Wed Oct 18 14:07:45 +0000 2017,"Whoa! Come along with Lightroom’s own Ben Warde to get the lowdown: https://t.co/f1FGfdJaNk
https://t.co/6fsIV6WLRV",292,,293
294,AdobeCare,False,Tue Oct 31 21:52:49 +0000 2017,"@115780 Hi Lauren, can you try changing your forum screen name at https://t.co/gF69gbjWAQ? That should do the trick! ^Madison",,295.0,294
295,115780,True,Tue Oct 31 17:01:38 +0000 2017,@115777 your online forum is always broken even when I clear my cookies. https://t.co/dDwRPWnm3t,294,,295
296,AdobeCare,False,Tue Oct 31 21:46:19 +0000 2017,"@115781 Hi Jake, any screenshots you can share? What are you export settings? Is this happening on all files with links? ^Wren",297,298.0,296
297,115781,True,Thu Nov 02 19:11:14 +0000 2017,"@AdobeCare Here is an example of an export before and after. Export settings are unchanged from default. No, only some files. https://t.co/YbCX6dmddc","299,300",296.0,297
298,115781,True,Tue Oct 31 18:07:49 +0000 2017,"@AdobeCare InDesign 13.0 is exporting all PDFs with blurry links, but links are not missing in INDD file. JPG export is not blurry. Help!","296,302",,298
299,AdobeCare,False,Tue Nov 07 20:42:55 +0000 2017,"@115781 Hi Jack, is there any way you could send me a file to try exporting on my end to try and replicate? ^Wren https://t.co/iuwZCjz4Or",,297.0,299
300,AdobeCare,False,Thu Nov 02 19:14:22 +0000 2017,"@115781 Hi Jack, we're looping the expert back into this conversation. Thanks! ^AJ",301,297.0,300
301,115781,True,Fri Nov 03 15:01:38 +0000 2017,@AdobeCare Solved this via phone support,,300.0,301
302,AdobeCare,False,Tue Oct 31 18:23:41 +0000 2017,@115781 Sorry to hear that! I'm looping in our InDesign expert for help. ^Britt,2771285,298.0,302
303,AirbnbHelp,False,Tue Oct 31 22:09:51 +0000 2017,@115782 Thank you for that. We have responded to your DM with more information.,,304.0,303
304,115782,True,Tue Oct 31 22:04:54 +0000 2017,@AirbnbHelp I've just sent you a message with details. Thanks for your help,303,305.0,304
305,AirbnbHelp,False,Tue Oct 31 21:46:05 +0000 2017,"@115782 Hi there, we would like to help. Please DM us your account's email and reservation code so we can further assist. Thank you.",304,306.0,305
306,115782,True,Tue Oct 31 21:43:40 +0000 2017,"Quand ton @115783 ne ressemble pas à celui que tu as réservé, &amp; qu'en + d'être sale et en sous-sol, tu te retrouves à 10 dans 1 #logement ! https://t.co/BcEIHe38tq",305,,306
307,AirbnbHelp,False,Tue Oct 31 21:49:58 +0000 2017,@115784 We are sorry to hear this. Please DM your email address and reservation code so we can look into this for you. Thank you.,,308.0,307
308,115784,True,Tue Oct 31 21:48:16 +0000 2017,@115783 Misrepresentation by host. Asked them to cancel my reservation and refund me over AUD1700 - strict policy. No response. Please help.,307,,308
309,XboxSupport,False,Tue Oct 31 22:13:28 +0000 2017,@115785 Hi there! We'd recommend reaching out to the chat team here: https://t.co/UrUi80i54l ^JA,310,311.0,309
310,115785,True,Tue Oct 31 22:14:11 +0000 2017,@XboxSupport They have no info either..,312,309.0,310
311,115785,True,Tue Oct 31 20:04:15 +0000 2017,@XboxSupport @115786 @115787 @15913 Would like to know so I can make sure I have enough money for it...,309,318.0,311
312,XboxSupport,False,Tue Oct 31 22:52:52 +0000 2017,@115785 We'd recommend keeping an eye out on your email that is associated with your account for further info.  ^JA,313,310.0,312
313,115785,True,Wed Nov 01 00:50:56 +0000 2017,@XboxSupport Lol so there's no one @115786 who can say when they're going to be shipped...? That's kinda weird,"314,315",312.0,313
314,115785,True,Wed Nov 01 00:59:24 +0000 2017,@XboxSupport @115786 When someone @115786 or @15913 @115787 @115788 knows when the xbox one x ships let us know.  Lol shouldn't b a mystery..,,313.0,314
315,XboxSupport,False,Wed Nov 01 01:09:18 +0000 2017,"@115785 @115786 Did you pre-order this console via the Microsoft store? If so, then let's have you reach out here: https://t.co/jY7fDjTzLd ^JA","316,317",313.0,315
316,115785,True,Wed Nov 01 01:13:10 +0000 2017,"@XboxSupport @115786 Kinda need to make sure I have 680$ cdn in my bank, so would be nice to know.. I dun just have cash laying around ya know #RealLifeStruggles",,315.0,316
317,115785,True,Wed Nov 01 01:11:28 +0000 2017,@XboxSupport @115786 Already did they had me call and no one can answer the question.  I'm not trying to be a jerk but it's nuts no one has a answer..,,315.0,317
318,115785,True,Tue Oct 31 20:03:55 +0000 2017,@XboxSupport @115786 @115787 @15913 can anyone let me know when our pre orders are going to be shipped for xbox one x??,311,,318
319,XboxSupport,False,Tue Oct 31 22:12:17 +0000 2017,@115789 Hello! Would you mind following us and sending a DM with your gamertag and the code you redeemed?  ^RR,,320.0,319
320,115789,True,Tue Oct 31 21:17:16 +0000 2017,@115790 @XboxSupport redeemed a code for fifa points this afternoon and still haven't got it. Why is this?,319,,320
321,XboxSupport,False,Tue Oct 31 22:03:03 +0000 2017,@115791 Can you show us what is appearing on your screen? ^RM,322,323.0,321
322,115791,True,Wed Nov 01 01:47:45 +0000 2017,@XboxSupport This is what's on my screen? Not sure if it's Xbox side or my5 side that's broken? Last time it was my5 as had to call head office about it! https://t.co/jnMIVOlNbS,,321.0,322
323,115791,True,Tue Oct 31 19:39:09 +0000 2017,"@1520 @XboxSupport  the 5 app on Xboxes not working error code 200, done a power cycle and still the same? Please fix app",321,,323
324,AmazonHelp,False,Wed Nov 22 09:06:00 +0000 2017,@115792 ご不便をおかけしております。アプリをご利用でしょうか。強制停止&gt;端末の再起動にて改善する場合がございますので、お試しください。改善しない場合は、状況を確認しご案内させていただきますのでこちらからカスタマーサービスまでご連絡ください。https://t.co/NtNAX2Qh2u ET,,325.0,324
325,115792,True,Wed Nov 22 08:55:35 +0000 2017,amazonプライムビデオ、再生エラーが多いです,324,,325
326,nationalrailenq,False,Tue Oct 31 22:14:15 +0000 2017,"@115793 @115794 Hi. Emergency services are dealing with an incident, info here: https://t.co/XSpQ4dhtvk",,327.0,326
327,115793,True,Tue Oct 31 22:03:04 +0000 2017,"@115794 @115795 my colleagues @nationalrailenq for more info on how this is affecting services, thanks. 2/2 ^JP",326,328.0,327
328,115794,True,Tue Oct 31 21:57:43 +0000 2017,@115795 @115796 Ah maybe @115793 could help on this one,327,329.0,328
329,115795,True,Tue Oct 31 21:56:54 +0000 2017,"@115794 @115796 Nothing, partner was on a train to Preston had to get a Taxi rest of way as was told no trains into Preston for a few hours",328,330.0,329
330,115794,True,Tue Oct 31 21:55:35 +0000 2017,@115795 @115796 What have you seen?,329,331.0,330
331,115795,True,Tue Oct 31 21:48:40 +0000 2017,Something going on at Preston train station ? @115796,330,,331
332,AirAsiaSupport,False,Tue Oct 31 22:12:55 +0000 2017,"@115797 Hi Loreen,kindly DM us your booking number and attach guest passport copy, we'll fix it for you, see you there!- Anwar",333,334.0,332
333,115797,True,Tue Oct 31 23:44:59 +0000 2017,@AirAsiaSupport Hi! I have DM u my booking # and passport picture thanks so much for quick action,335,332.0,333
334,115797,True,Tue Oct 31 14:31:46 +0000 2017,@AirAsiaSupport hi!  I have booked my ticket and when i see my itenary has been redundant i call ur customer service to assist but out of line.,332,343.0,334
335,AirAsiaSupport,False,Tue Oct 31 23:57:53 +0000 2017,"@115797 Hi Loreen,correction done! :) See you on board! Cheers!- Anwar","336,337",333.0,335
336,115797,True,Wed Nov 01 00:01:49 +0000 2017,@AirAsiaSupport thank you very much..,,335.0,336
337,115797,True,Thu Nov 09 20:15:48 +0000 2017,@AirAsiaSupport Hi! i would like to know on my itenerary on how the birthday can be seen. i would like to double check if i can key in our birthdays right 🙂,338,335.0,337
338,AirAsiaSupport,False,Fri Nov 10 06:43:03 +0000 2017,"@115797 Hi Loreen, you may check the passenger's date of birth via AirAsia member account under manage booking. Thanks-Sha",339,337.0,338
339,115797,True,Fri Nov 10 18:03:05 +0000 2017,@AirAsiaSupport but i cant see it. i only see itenerary.. no birthday,340,338.0,339
340,AirAsiaSupport,False,Sat Nov 11 13:06:21 +0000 2017,@115797 As you may check it under manage my booking online or during web check in. Date of birth will be shown accordingly.- Ed,341,339.0,340
341,115797,True,Thu Nov 16 19:21:34 +0000 2017,@AirAsiaSupport Hi Airasia. i want to rebook my return flight. but when i try rebooking my inbond also is rebooking. please help me. thanks,342,340.0,341
342,AirAsiaSupport,False,Fri Nov 17 07:48:10 +0000 2017,@115797 Hi Loreen :) Kindly DM us the booking number that you wish to do change flight for us to assist you further-Thanks-Anwar,,341.0,342
343,AirAsiaSupport,False,Tue Oct 31 05:28:49 +0000 2017,@115797 Sorry as we checked booking has already expired due to no payment made. Kindly please proceed with new booking - Ed,"344,334,345,346",347.0,343
344,115797,True,Tue Oct 31 14:32:24 +0000 2017,@AirAsiaSupport my surname has been redundant where do i go to correct it?,"374,375",343.0,344
345,115797,True,Tue Oct 31 09:10:12 +0000 2017,@AirAsiaSupport Thanks.. maybe my card had been declined..,2662235,343.0,345
346,115797,True,Tue Oct 31 15:25:53 +0000 2017,@AirAsiaSupport my surname have been redundant on my ticket please help me correct it. booking gtdzwb and yhm6qy thank you,,343.0,346
347,115797,True,Tue Oct 31 01:57:03 +0000 2017,@AirAsiaSupport lost my booking # chua loreen lee flight z2 129.128 12/22-01/8 taipei-manila. __email__,343,348.0,347
348,115798,True,Mon Aug 29 03:20:05 +0000 2011,"Lost your booking number? No worries, just drop me the passenger's name, flight details and email. I'll trace it and email u in no time :)","349,350,351,352,347,353,354,355,356,357,358,359,360,361",,348
350,402129,True,Wed Oct 25 00:17:36 +0000 2017,"@AirAsiaSupport Aishath Shafaahath Izzath, Flight no. AK72 On 21/Nov/2017 from KUL to Male'. Email add is __email__",1200721,348.0,350
351,409753,True,Wed Oct 25 08:55:09 +0000 2017,@AirAsiaSupport Hi i'm Lost my booking number,1235363,348.0,351
355,524372,True,Tue Nov 07 05:27:31 +0000 2017,"@AirAsiaSupport Hi i lost my booking number, NorFizrah Reli, AK6013 and AK5210, from aor to kch. __email__","1737001,1737002",348.0,355
356,720021,True,Thu Nov 16 01:02:43 +0000 2017,"@AirAsiaSupport i had checked in but passport number missing alphabet A, so how can we request for amend?",2528954,348.0,356
357,765017,True,Mon Nov 20 12:09:13 +0000 2017,"@AirAsiaSupport Janetta peter
2.12.2017
Ak5206 11.35am KL to KCH
__email__",2728406,348.0,357
358,823108,True,Mon Nov 27 17:03:20 +0000 2017,@AirAsiaSupport Lee Lee Ling sibu to Kuching .. 15-19/12/17,"2985029,2985028",348.0,358
359,242872,True,Wed Nov 29 00:51:57 +0000 2017,"@AirAsiaSupport Morning.. I would like to know the booking no.for Anthonia Aching.. Flight AK5640.. Dated 20/12/2017.. From KUL-MYY.. Time 0700-0925.. Kindly email me at __email__
Please &amp; thank you",530509,348.0,359
360,255405,True,Wed Nov 29 08:43:36 +0000 2017,@AirAsiaSupport I lost my booking number Lingyokhong and moh Kim Chuong,"575450,575451",348.0,360
361,259208,True,Wed Nov 29 14:42:50 +0000 2017,"@AirAsiaSupport Hello, I have lost my booking number. My name is Ivy Goh Ying Hui. My flight is from Miri to Kuala Lumpur at 03/12/2017(2205) and pfrom Kuala Lumpur to Miri at 08/12/2017(1615).  My email is __email__",588960,348.0,361
362,AirAsiaSupport,False,Tue Oct 31 22:07:28 +0000 2017,"@115799 Hi Emma, Could you please follow us so we can DM you again with the email reply sent to you  =) Yana",363,364.0,362
363,115799,True,Wed Nov 01 01:12:02 +0000 2017,"@AirAsiaSupport Hi Yana, followed!",365,362.0,363
364,115799,True,Tue Oct 31 21:35:17 +0000 2017,@AirAsiaSupport Hi Yana I don’t have any DMs from you. Did you mean email?,362,366.0,364
365,AirAsiaSupport,False,Wed Nov 01 01:27:03 +0000 2017,"@115799 Hi Emma, We have replied to you via DM. please check again, Thank you- Mariya",,363.0,365
366,AirAsiaSupport,False,Tue Oct 31 13:38:15 +0000 2017,@115799 We have replied to you via DM. Check it out =) Yana,364,367.0,366
367,115799,True,Tue Oct 31 10:46:56 +0000 2017,@AirAsiaSupport CAS-19708536-CB92N2 CRM:0326600 Please check on this I haven't heard from my case officer in weeks and provided all docs.,366,,367
368,AirAsiaSupport,False,Tue Oct 31 22:04:49 +0000 2017,@115800  notified if there should be any changes-Yana,,369.0,368
369,115800,True,Tue Oct 31 14:25:55 +0000 2017,@115801 @115802 @AirAsiaSupport You'll be even happier to know that the restrictions around the volcano area have been lifted. Enjoy staying at home pal! 😂😂😂😂 #unlucky,"368,370",371.0,369
370,AirAsiaSupport,False,Tue Oct 31 22:04:41 +0000 2017,@115800 We are terribly sorry but we could not offer any options since all the flight are operating as per normal.Passengers will be,,369.0,370
371,115801,True,Wed Oct 25 16:02:42 +0000 2017,@115802 @AirAsiaSupport Why are you not refunding my trip to Bali for Volcano eruption!!! Urgently refund!!,"372,373,369",,371
372,AirAsiaSupport,False,Wed Oct 25 16:47:02 +0000 2017,"@115801 Hi Ashutosh , Could you provide us the booking number for further checking. Thanks - Khairul",,371.0,372
374,AirAsiaSupport,False,Tue Oct 31 22:01:20 +0000 2017,"@115797 Hi Looreen :) Kindly DM us the booking number and attach guest passport copy, we'll fix it for you, see you there! -Anwar",,344.0,374
375,AirAsiaSupport,False,Tue Oct 31 21:59:59 +0000 2017,@115797 H,,344.0,375
376,Morrisons,False,Tue Oct 31 22:15:10 +0000 2017,@115803 Please don't tell me Carol!! I can't wait to go home &amp; find out!! - Chloe,377,378.0,376
377,115803,True,Tue Oct 31 22:30:36 +0000 2017,@Morrisons My lips are sealed 😋,379,376.0,377
378,115803,True,Tue Oct 31 21:49:51 +0000 2017,Fresh cream palmier @Morrisons bakery Bellshill gets my vote for #star baker 👨‍🍳😘😋💗just catching up on #gbbo17 don’t know who won yet 😄,376,,378
379,Morrisons,False,Tue Oct 31 22:35:18 +0000 2017,@115803 Somebody else has told me!! I'm gutted :( - Chloe,380,377.0,379
380,115803,True,Tue Oct 31 22:38:55 +0000 2017,"@Morrisons Aahhrrgh! Keep mum, I’m still watching 😄",381,379.0,380
381,Morrisons,False,Tue Oct 31 22:52:17 +0000 2017,"@115803 Don't you worry Carol, my lips are shut!! - Chloe",382,380.0,381
382,115803,True,Tue Oct 31 22:56:25 +0000 2017,"@Morrisons Aww, Sophie deserved winner 👏😄",,381.0,382
383,Morrisons,False,Tue Oct 31 22:05:15 +0000 2017,"@115804 Hi there, sorry about that. Please DM me when you visited the store and I'll look into this. Thanks - Kirsty",384,385.0,383
384,115804,True,Tue Oct 31 22:08:05 +0000 2017,"@Morrisons That's pointless as it's every day, all the time. No matter when I go in. I speak 2the management who r as fed up as I am. They've no staff.",386,383.0,384
385,115804,True,Tue Oct 31 21:28:45 +0000 2017,@Morrisons so fed up of this very familiar sight at Houghton Regis. Get more staff &amp; stock the place properly. This is just a small example https://t.co/CummsXx7jc,383,,385
386,Morrisons,False,Wed Nov 01 14:19:47 +0000 2017,@115804 So sorry! Could you send me what store this is in so we can get this to the right people? - Janay,387,384.0,386
387,Morrisons,False,Wed Nov 01 14:20:42 +0000 2017,"@115804 I can see you've sent the store, leave it with us and we'll get this sorted :) - Janay",,386.0,387
388,Morrisons,False,Tue Oct 31 22:03:19 +0000 2017,"@115805  store you bought it from, along with your address and More Card number and I'll get this sorted for you. Thanks - Kirsty",,389.0,388
389,115805,True,Tue Oct 31 21:26:44 +0000 2017,"@Morrisons 3 for £6, unless one is reduced (hidden label on the side!) then it’s 3 for £6.14. Don’t care about the 14p but feel ripped off! https://t.co/jG0fTncMDr","388,390,391",,389
390,Morrisons,False,Tue Oct 31 22:03:07 +0000 2017,"@115805 Hi Emma, sorry about that. If a product is reduced then the previous offer isn't applied. Please DM me the barcode and the",,389.0,390
392,NikeSupport,False,Tue Oct 31 21:46:24 +0000 2017,"@115806 You're welcome, William. Give us a shout if you need assistance with anything else. Good luck with the NRC app.",,393.0,392
393,115806,True,Tue Oct 31 21:42:32 +0000 2017,@NikeSupport Thank you nike,392,394.0,393
394,NikeSupport,False,Tue Oct 31 21:41:33 +0000 2017,@115806 While the Coach plans can be weeks in time. It's up to you to decide what fits you best. (2/2),393,395.0,394
395,115806,True,Tue Oct 31 21:29:39 +0000 2017,"@NikeSupport I'm new to nike+ run club app,  should i start with guided runs or my couch?","394,396",,395
396,NikeSupport,False,Tue Oct 31 21:41:08 +0000 2017,@115806 We got this. Both are beneficial to starting the NRC app. The Audio Guided runs are one time runs. (1/2),,395.0,396
397,AskAmex,False,Tue Oct 31 22:01:04 +0000 2017,@115807 What exactly is the issue you are having?,398,399.0,397
398,115807,True,Wed Nov 01 05:25:43 +0000 2017,@AskAmex I’ve asked your sales rep about the payments and she wasn’t ready to listen to any issues that I had.,400,397.0,398
399,115807,True,Tue Oct 31 21:57:56 +0000 2017,@AskAmex Amex Platinum and Amex everyday card.,397,403.0,399
400,AskAmex,False,Wed Nov 01 12:52:18 +0000 2017,"@115807 Apologies for all of the issues. If you have time to chat securely with me, I would be happy to review. ^Rachel",401,398.0,400
